learning_rate,fold,epoch,train_loss,train_rmse,validation_mae,validation_rmse
0.001,1,86,0.044388100218554875,0.2979533527871599,0.2477008309082996,0.29562965292126714
0.001,1,87,0.04412831438377511,0.29708017228948524,0.24700211426067167,0.29475242128323476
0.001,1,88,0.04387081170103261,0.2962121256837154,0.246308022884884,0.2938804279144855
0.001,1,89,0.04361567955712394,0.29534955411215347,0.24561860578210812,0.2930140584697493
0.001,1,90,0.043362863058987414,0.2944923192851977,0.24493398068926733,0.29215316995262314
0.001,1,91,0.04311218634958604,0.29363986905591016,0.2442527604886919,0.29129719692504513
0.001,1,92,0.04286380011436902,0.29279275986393183,0.24357524130986413,0.2904467190507557
0.001,1,93,0.04261760203220417,0.29195068772723987,0.24290124783656297,0.28960143052749293
0.001,1,94,0.04237375518211687,0.29111425654583417,0.24223127258094257,0.2887619185691414
0.001,1,95,0.042131990713981445,0.29028258891632286,0.2415663513498452,0.28792732045467706
0.001,1,96,0.04189231395249736,0.28945574429434756,0.24090473102599302,0.2870976795896295
0.001,1,97,0.041654848136197124,0.28863419110076727,0.24024680201535376,0.2862734730613695
0.001,1,98,0.041419641938428,0.2878181437589646,0.23959274141674095,0.285454915003329
0.001,1,99,0.04118649621436999,0.2870069553664858,0.23894199084240464,0.2846413471864085
0.001,1,100,0.04095556323573575,0.28620119928377574,0.23829548527358865,0.2838333658836444
0.001,1,101,0.04072645025205005,0.2853995453817334,0.23765313262119966,0.2830296251443439
0.001,1,102,0.040499623103623296,0.2846036651331929,0.2370160925768774,0.2822318238102648
0.001,1,103,0.040274944492093054,0.2838131233473641,0.23638288132981536,0.2814395139566888
0.001,1,104,0.040052323996649174,0.28302764528098373,0.23575363965591062,0.28065238078274674
0.001,1,105,0.03983182584335414,0.2822475007625546,0.2351282601737906,0.27987071093392796
0.001,1,106,0.039613438621530064,0.2814726936011025,0.23450700816641537,0.2790945328302507
0.001,1,107,0.03939706552670605,0.2807029231294396,0.2338897284197439,0.27832351802957295
0.001,1,108,0.0391826335913049,0.2799379702409264,0.23327648976872764,0.27755743963073765
0.001,1,109,0.03897026582524605,0.27917831515089436,0.2326674355723307,0.2767967892397542
0.001,1,110,0.03875969883805435,0.2784230552165332,0.23206190349491956,0.2760407033044677
0.001,1,111,0.0385511151890861,0.27767288376464166,0.2314605162515297,0.2752898061959241
0.001,1,112,0.03834443361007172,0.27692754868402575,0.23086349064837164,0.274543872226317
0.001,1,113,0.03813966703281937,0.27618713595248917,0.23027083660979145,0.27380301309531846
0.001,1,114,0.03793680694963976,0.2754516543774597,0.22968252411156387,0.2730671739729405
0.001,1,115,0.037735854905875464,0.27472114918904755,0.22909810854863807,0.2723364437713641
0.001,1,116,0.037536885346935236,0.2739959318929215,0.22851881795091747,0.27161113641814116
0.001,1,117,0.037339693359075936,0.27327529474533896,0.22794378841225227,0.2708905472491506
0.001,1,118,0.037144390211878604,0.27255968231518984,0.22737219086656793,0.27017505570505534
0.001,1,119,0.036950902784166864,0.27184886530632,0.22680400815651136,0.2694645334549286
0.001,1,120,0.03675913916397521,0.27114254245313557,0.22623889188527188,0.2687586121152808
0.001,1,121,0.036569272735180666,0.2704413900836211,0.2256774066096764,0.2680579530531551
0.001,1,122,0.036381196813834296,0.26974505301797214,0.22512002114813548,0.2673622021881787
0.001,1,123,0.03619492989034975,0.2690536373675322,0.22456655105692083,0.2666714803737181
0.001,1,124,0.036010162894561035,0.2683660294991191,0.224015752900082,0.2659846792111578
0.001,1,125,0.03582722987693073,0.26768350669001156,0.22346904556272362,0.2653030517886476
0.001,1,126,0.03564597182714427,0.26700551240431075,0.22292597888091303,0.26462607805539023
0.001,1,127,0.03546647508901003,0.2663324054222844,0.2223867866297349,0.2639540799833463
0.001,1,128,0.03528853612230313,0.2656634567354085,0.2218504495874994,0.26328634665368594
0.001,1,129,0.03511234239975235,0.26499940528141697,0.22131758915370725,0.262623638936566
0.001,1,130,0.03493775156036778,0.2643397494149065,0.22078776402322003,0.2619653962067234
0.001,1,131,0.034764835183577814,0.263684793583467,0.22026124534946545,0.2613119352022994
0.001,1,132,0.03459340972915077,0.2630338751155477,0.21973746924983986,0.26066260640125527
0.001,1,133,0.03442361966519183,0.2623875746493794,0.21921754126525528,0.2600179694226339
0.001,1,134,0.034255342842321096,0.26174545972116153,0.21870083970056786,0.25937761507576423
0.001,1,135,0.0340886783797887,0.2611079408206066,0.21818735871270145,0.25874194438973747
0.001,1,136,0.03392359546479181,0.2604749333997105,0.21767707960988522,0.2581108781309375
0.001,1,137,0.033760075769320066,0.259846399895477,0.2171699263359929,0.25748435041647005
0.001,1,138,0.033598029388660654,0.259222026026573,0.216666051453896,0.25686207509985504
0.001,1,139,0.03343749041298781,0.25860197374725435,0.21616536130294117,0.2562441751530808
0.001,1,140,0.03327836275739302,0.2579859017752444,0.21566773087375177,0.2556303555786025
0.001,1,141,0.03312071471370257,0.25737410403419597,0.21517394175243112,0.25502084860885454
0.001,1,142,0.03296465382457839,0.2567670299106892,0.21468431338657584,0.2544161602787046
0.001,1,143,0.03280986615136556,0.2561634874503607,0.214197330572688,0.2538150637076787
0.001,1,144,0.032656631725707624,0.2555645974140692,0.2137136904223726,0.2532187025073103
0.001,1,145,0.03250470857044143,0.2549694435435016,0.213232647768245,0.2526261455380857
0.001,1,146,0.03235414542759448,0.2543782436750222,0.2127545418002012,0.2520375913784991
0.001,1,147,0.03220492115733928,0.2537909421446687,0.21228038287082188,0.2514529923678122
0.001,1,148,0.032057119617116304,0.2532078972588189,0.21181043861925006,0.2508727145126313
0.001,1,149,0.0319106819145248,0.25262890537119775,0.21134401196348654,0.25029654990566635
0.001,1,150,0.03176550506365907,0.25205358582515375,0.21088015110258057,0.24972411082461796
0.001,1,151,0.03162156196796506,0.2514818560769944,0.2104191327857364,0.24915534432898526
0.001,1,152,0.03147897088982928,0.25091421199218383,0.20996110648728472,0.24859068107460924
0.001,1,153,0.03133779812094247,0.25035094615735914,0.2095062106532511,0.24803044585885195
0.001,1,154,0.031197845935925395,0.24979129662950786,0.20905451523101745,0.24747389360474922
0.001,1,155,0.031059084886815597,0.24923516961623052,0.20860565389659852,0.24692091585111525
0.001,1,156,0.03092157455577756,0.24868282834075037,0.2081599688495978,0.24637176991969958
0.001,1,157,0.03078533325125413,0.24813437186836543,0.2077171883301556,0.2458265177608576
0.001,1,158,0.03065038183262508,0.24758991026544308,0.20727756648390944,0.2452853637215549
0.001,1,159,0.030516505821005156,0.2470486017811279,0.20684001500541377,0.24474737267677293
0.001,1,160,0.030383937370384775,0.24651140894646145,0.20640550165926355,0.24421352689570675
0.001,1,161,0.030252401299003726,0.24597723999997936,0.20597331091712878,0.24368278124840584
0.001,1,162,0.030122164170430055,0.24544720071913656,0.20554404907068807,0.24315616651249666
0.001,1,163,0.029992946866877673,0.24492017829030613,0.20511690309476202,0.24263265000356837
0.001,1,164,0.029864975820148264,0.24439711872339356,0.2046925645086643,0.24211310732034208
0.001,1,165,0.02973807331850904,0.24387731882448208,0.20427051971707966,0.24159687112467548
0.001,1,166,0.029612336721441986,0.24336119954274546,0.2038510738288841,0.24108433698920037
0.001,1,167,0.029487600386267056,0.24284810226257506,0.2034337538952118,0.24057488238023864
0.001,1,168,0.02936401821521822,0.24233868125092295,0.20301906340059517,0.2400691143659527
0.001,1,169,0.029241514488342914,0.24183264663127232,0.2026073877421856,0.23956679421423088
0.001,1,170,0.02912019625768841,0.24133046329748098,0.2021987385518799,0.23906833618363119
0.001,1,171,0.028999886542536966,0.2408314204689121,0.20179253808507883,0.23857302993221668
0.001,1,172,0.028880612076559033,0.24033564894355158,0.2013891138575271,0.23808102892109992
0.001,1,173,0.028762365925164603,0.23984314009437335,0.2009886813362779,0.23759232179054832
0.001,1,174,0.028645080736619605,0.23935363267190915,0.2005903465806769,0.23710663862163256
0.001,1,175,0.02852891663275353,0.23886781546601682,0.2001949925685708,0.2366246522084505
0.001,1,176,0.028413621574899166,0.23838465376319495,0.19980155084526904,0.23614537088513288
0.001,1,177,0.02829938261431416,0.23790494998765435,0.1994108638913649,0.2356695538263165
0.001,1,178,0.02818609784030967,0.2374282958718681,0.19902256928438047,0.2351968211138149
0.001,1,179,0.028073788769706898,0.23695480062538044,0.19863667021265044,0.23472725287005516
0.001,1,180,0.027962359086752247,0.2364840759406529,0.19825279636759663,0.23426051335139453
0.001,1,181,0.027851954822034543,0.23601675712556744,0.1978713259396669,0.23379716223426908
0.001,1,182,0.02774252269562109,0.235552638259991,0.19749244563080562,0.23333703424832553
0.001,1,183,0.027633967576706588,0.2350913336416576,0.1971155403098787,0.23287973698104877
0.001,1,184,0.02752625523873232,0.2346327139967158,0.19674052873540843,0.23242516501426128
0.001,1,185,0.027419585010354974,0.2341776462874071,0.1963681016957367,0.231974152775643
0.001,1,186,0.027313723999001012,0.23372515482506803,0.19599777053406175,0.23152574040464638
0.001,1,187,0.02720879495670404,0.23327578081191386,0.19563006978963762,0.23108045470088698
0.001,1,188,0.02710476110333098,0.23282938432822856,0.19526475688329317,0.23063815669800622
0.001,1,189,0.027001478209254883,0.23238536188518796,0.19490230939714714,0.2301982473030985
0.001,1,190,0.026899046280374126,0.23194415828114373,0.19454226266549127,0.22976119366471534
0.001,1,191,0.026797479059096123,0.23150584899348062,0.19418417863643722,0.22932699978318413
0.001,1,192,0.026696789449083855,0.23107050633555057,0.19382832623081406,0.22889582701535738
0.001,1,193,0.026596958091293033,0.2306380631695169,0.19347448437639939,0.22846754015212464
0.001,1,194,0.026497953371703926,0.23020839850754327,0.19312262457243862,0.22804203728199712
0.001,1,195,0.026399669866151197,0.22978106913386576,0.19277240244422236,0.22761889557730405
0.001,1,196,0.026302221719499027,0.2293565857763802,0.19242452436726915,0.22719861434257138
0.001,1,197,0.02620554174095289,0.22893467077292112,0.19207886767727295,0.22678091567970354
0.001,1,198,0.026109666426123893,0.22851549805701973,0.19173518044079332,0.2263659721906535
0.001,1,199,0.026014535431974357,0.22809881819936884,0.19139326240508167,0.2259535268304996
0.001,1,200,0.025920195411787566,0.22768484978929787,0.19105352609689027,0.2255437861669843
0.001,1,201,0.02582665484592628,0.22727364495658656,0.19071576948163996,0.2251368165492307
0.001,1,202,0.02573387684472617,0.22686505612247193,0.19037989622920853,0.22473246725169646
0.001,1,203,0.025641884864965495,0.22645920102731748,0.19004597362241438,0.22433085442493836
0.001,1,204,0.02555055948071495,0.22605556609256472,0.1897136116373681,0.22393148211464392
0.001,1,205,0.025459935948682916,0.22565431947420336,0.18938306356971005,0.22353449961617117
0.001,1,206,0.025370074787497914,0.22525574260159456,0.18905509765662862,0.22314018744746195
0.001,1,207,0.02528090641814788,0.22485954023855817,0.1887290215550117,0.22274825422159267
0.001,1,208,0.025192467204675505,0.22446588696136216,0.18840480070118876,0.22235888914519406
0.001,1,209,0.02510472922010584,0.22407467157224994,0.18808229674308272,0.22197194681639604
0.001,1,210,0.025017669356795398,0.22368580355845294,0.1877615929993636,0.22158736974799934
0.001,1,211,0.024931286229747145,0.22329928898116602,0.18744269700308003,0.22120515153911036
0.001,1,212,0.024845589232888807,0.22291518222359286,0.18712552194646218,0.2208253422190939
0.001,1,213,0.024760536956271995,0.22253330966968515,0.18680994144268934,0.2204477701313781
0.001,1,214,0.024676129919122044,0.22215368517817588,0.1864959495297094,0.22007244350636376
0.001,1,215,0.02459240789009611,0.22177649961209195,0.18618373216330097,0.2196995628451376
0.001,1,216,0.024509307705247552,0.22140148014522193,0.1858730586472619,0.219328857564658
0.001,1,217,0.02442690617950719,0.2210289853367978,0.18556420077009084,0.2189606678420911
0.001,1,218,0.024345047554389293,0.22065832209272912,0.18525707911354303,0.21859433024300853
0.001,1,219,0.024263831948538914,0.22028995414470862,0.18495174475083198,0.21823026699107578
0.001,1,220,0.024183237557005556,0.21992379387872316,0.18464820099113316,0.2178684211761424
0.001,1,221,0.024103277636714562,0.21955991271957895,0.18434645623815307,0.21750885898334296
0.001,1,222,0.024023926525668093,0.21919820494551542,0.18404627930147813,0.2171514720426793
0.001,1,223,0.02394519942899083,0.21883875081434198,0.18374774213333278,0.21679632898023712
0.001,1,224,0.023867047474305163,0.21848133775819464,0.1834506511365242,0.2164432450979484
0.001,1,225,0.023789483899046112,0.21812603649746223,0.18315506036234244,0.21609226613016935
0.001,1,226,0.023712498701904897,0.21777281144304905,0.18286113593641143,0.2157433663862567
0.001,1,227,0.02363610814962128,0.21742174753055996,0.18256925632372975,0.2153966220703479
0.001,1,228,0.023560259327606876,0.21707261148107504,0.18227877050010247,0.21505180316345432
0.001,1,229,0.02348498895920726,0.2167255820580822,0.18198977203053152,0.21470909180588837
0.001,1,230,0.023410270938128756,0.21638054874747292,0.18170222512698037,0.21436837183371285
0.001,1,231,0.023336101034274803,0.21603750153283482,0.18141612204980762,0.21402964615139417
0.001,1,232,0.023262445972792496,0.2156962956232327,0.1811317321629626,0.21369276580799415
0.001,1,233,0.02318940002769041,0.21535737752717185,0.18084941295623208,0.21335816018652665
0.001,1,234,0.023116901890153932,0.21502047293294624,0.18056868764227174,0.21302555115822003
0.001,1,235,0.023044874314492758,0.21468523151112542,0.18028945853403106,0.2126946032445466
0.001,1,236,0.022973390154022465,0.21435200094247997,0.1800119843435008,0.21236568831495234
0.001,1,237,0.022902447739977926,0.21402078282250034,0.17973598587349557,0.2120387702008228
0.001,1,238,0.022831993278710976,0.21369133477383204,0.1794615056983499,0.21171362771206828
0.001,1,239,0.022762069664076182,0.21336386603207294,0.17918857028575946,0.2113904554090477
0.001,1,240,0.022692661184748456,0.21303831197579676,0.1789170277311672,0.21106919005674882
0.001,1,241,0.022623703967908266,0.2127143811212973,0.17864662665109926,0.2107495560694471
0.001,1,242,0.022555234525599967,0.21239225280409813,0.17837753010217988,0.21043172282719866
0.001,1,243,0.02248729031420959,0.2120721118591956,0.17810986357094585,0.2101158677376195
0.001,1,244,0.022419841428016108,0.21175382607176715,0.17784392169015317,0.20980187162193842
0.001,1,245,0.02235291618158167,0.21143753773434684,0.17757949139543,0.20948985311349183
0.001,1,246,0.022286396877299212,0.2111226983405584,0.17731610132603726,0.20917930834544893
0.001,1,247,0.022220390179991795,0.21080982035945003,0.17705411490805686,0.20887068971786643
0.001,1,248,0.022154830661184812,0.21049860171119814,0.1767933150838279,0.20856373494991773
0.001,1,249,0.022089754985043536,0.21018922420068797,0.17653389239850034,0.20825863043386303
0.001,1,250,0.022025104379495956,0.20988141594479467,0.17627555326554503,0.2079550844361943
0.001,1,251,0.021960902055403606,0.20957529460985427,0.17601864167829892,0.20765323949412934
0.001,1,252,0.021897159272456435,0.20927092140312487,0.1757633348462785,0.20735312175404394
0.001,1,253,0.021833926497484234,0.20896854546789684,0.17550951037311255,0.20705499686571077
0.001,1,254,0.021771081620547954,0.20866759029877138,0.17525670899378296,0.2067582937489125
0.001,1,255,0.021708654671495773,0.2083682061711708,0.17500501595038098,0.20646315198504964
0.001,1,256,0.02164663333497819,0.20807034067823404,0.17475441684507276,0.20616953216382258
0.001,1,257,0.021585080931117266,0.20777430510588776,0.17450515534267744,0.20587773103776036
0.001,1,258,0.021523926247267886,0.2074797640603434,0.17425697832281037,0.20558742318393533
0.001,1,259,0.02146314472457077,0.20718660538061223,0.17401002706472427,0.20529848865836686
0.001,1,260,0.021402841805634377,0.20689534458578027,0.17376446323309278,0.2050114536795446
0.001,1,261,0.0213429410451951,0.2066056196970213,0.17352036058222614,0.20472593477751083
0.001,1,262,0.021283508605269653,0.2063177578652388,0.17327777331627026,0.20444227065244347
0.001,1,263,0.021224394833473482,0.20603104054230995,0.17303600095963043,0.20415975280065596
0.001,1,264,0.021165692109868368,0.20574592151422283,0.17279546226919804,0.20387882296600596
0.001,1,265,0.021107391449351712,0.20546236370368035,0.17255645793841776,0.20359946853450217
0.001,1,266,0.02104945240850995,0.20518017647185097,0.1723184612594025,0.20332146497010772
0.001,1,267,0.02099194654603981,0.20489971471937102,0.17208191736185274,0.2030451845533775
0.001,1,268,0.020934828831131725,0.20462076547179528,0.1718467566677575,0.2027704052971262
0.001,1,269,0.020878082862274997,0.20434325465879707,0.17161267558310678,0.20249706709238635
0.001,1,270,0.020821736803996998,0.20406732616466067,0.17137970745540854,0.20222530031350788
0.001,1,271,0.02076572757139372,0.20379267686251007,0.17114765270480514,0.20195481878703445
0.001,1,272,0.02071010338124596,0.2035195488460308,0.17091674152168557,0.20168585455920685
0.001,1,273,0.020654832272844766,0.2032477909983022,0.1706868195886454,0.2014182527240955
0.001,1,274,0.020599928890881705,0.20297748097206106,0.17045794073951276,0.20115209636747036
0.001,1,275,0.02054542116328484,0.20270876233298274,0.17023022538069166,0.2008875099263252
0.001,1,276,0.020491229820709674,0.20244124985145528,0.17000335191262708,0.20062414681601654
0.001,1,277,0.02043743086589976,0.20217532424061924,0.16977768944041086,0.20036235349626466
0.001,1,278,0.02038396395168837,0.20191069289014077,0.16955293648422318,0.2001018394307288
0.001,1,279,0.020330828902129484,0.2016473600230337,0.16932936500451493,0.19984263447296982
0.001,1,280,0.02027802471643641,0.20138532576350446,0.16910711150425436,0.19958472736083896
0.001,1,281,0.020225591615633805,0.20112479516774556,0.16888633251160354,0.19932830077554212
0.001,1,282,0.020173452225686908,0.20086538888363475,0.16866648639295448,0.19907300116101279
0.001,1,283,0.020121697184549123,0.20060756309047334,0.1684477869218622,0.19881926516969198
0.001,1,284,0.02007027874352195,0.200351085564925,0.16823011210101646,0.1985668784512764
0.001,1,285,0.020019153217023695,0.2000957431682328,0.16801323013416225,0.19831563802499022
0.001,1,286,0.019968376104835976,0.19984181797029357,0.16779736796633168,0.19806578100032532
0.001,1,287,0.019917910295422222,0.19958912944056958,0.16758242924761763,0.1978171627199603
0.001,1,288,0.019867745195605267,0.19933762914013634,0.16736833974339746,0.19756973743012668
0.001,1,289,0.019817931226142803,0.1990875748314937,0.16715529914789126,0.1973237316058812
0.001,1,290,0.019768386925962642,0.1988385622859039,0.1669430201751968,0.19707877668933776
0.001,1,291,0.019719160280589492,0.19859083705241534,0.1667316830068137,0.19683510412846933
0.001,1,292,0.01967025592568663,0.1983444273262379,0.16652140657847786,0.19659273617652864
0.001,1,293,0.019621661689941547,0.19809927657587015,0.16631211415997615,0.19635162955435878
0.001,1,294,0.01957338132525951,0.19785540844394175,0.1661037675484613,0.1961117964525209
0.001,1,295,0.019525414620464435,0.19761282661034144,0.16589641367578264,0.19587324165008088
0.001,1,296,0.01947773277450376,0.197371389894806,0.165690366745743,0.19563582650298023
0.001,1,297,0.019430364283452094,0.19713124705866442,0.16548545287931826,0.19539969100082993
0.001,1,298,0.01938325361375422,0.1968921207857451,0.16528177556452447,0.19516457946998997
0.001,1,299,0.019336402069436206,0.19665402141546054,0.16507882802543478,0.1949304902628572
0.001,1,300,0.019289890861529824,0.1964173661442889,0.1648769627447723,0.19469782505622008
0.001,2,1,0.07081407427209083,0.3763351545420407,0.3165505883324347,0.37853930004177505
0.001,2,2,0.07048451378474888,0.37545842322352785,0.31580976871401506,0.37765813183919683
0.001,2,3,0.07015580343744729,0.3745819094335638,0.31506902731005476,0.3767773073660885
0.001,2,4,0.06982804196249767,0.37370587890076784,0.3143286108728774,0.3758970991483441
0.001,2,5,0.06950123097802015,0.37283033937173127,0.3135885211910483,0.3750175073626066
0.001,2,6,0.06917545864505911,0.37195553133421505,0.3128489660266623,0.37413876579665295
0.001,2,7,0.06885057432764037,0.37108105402361996,0.3121103260306577,0.37326045615687214
0.001,2,8,0.06852685001965005,0.3702076444906292,0.3113731528310093,0.3723833405236503
0.001,2,9,0.06820390898624372,0.3693342902743901,0.31063629173336643,0.37150637481801213
0.001,2,10,0.06788214224690267,0.36846205299027107,0.30990024530029636,0.37063063450306694
0.001,2,11,0.06756140721628937,0.3675905526976703,0.30916483792237126,0.36975570394862156
0.001,2,12,0.06724176846999129,0.36671997074059465,0.3084316853259891,0.36888176898053887
0.001,2,13,0.06692334522530935,0.3658506395383486,0.30769965236162516,0.3680091509008072
0.001,2,14,0.06660595313889318,0.3649820629534914,0.30696818720090635,0.3671373613926717
0.001,2,15,0.06628964241352225,0.36411438426275405,0.3062373564047812,0.3662665309474868
0.001,2,16,0.06597429008705931,0.3632472713925304,0.30550686174877995,0.3653963004297262
0.001,2,17,0.0656603714596293,0.3623820400064807,0.3047778094878215,0.3645280018443328
