fold,initialization,epoch,train_loss,train_rmse,validation_mae,validation_rmse
1,random,54,0.006353033187742582,0.11272118867136366,0.08805396633387887,0.11380543771089452
1,random,55,0.006323817207391869,0.11246170199131675,0.08777958122675049,0.11356376497842646
1,random,56,0.006295746173868286,0.11221181910893599,0.08751282548084967,0.11333142186697827
1,random,57,0.0062687588799309356,0.11197105768841281,0.08725367236476893,0.11310786398054087
1,random,58,0.006242795274752362,0.1117389392714318,0.08700218166757913,0.1128925733907998
1,random,59,0.006217783889024336,0.11151487693598855,0.08675754150523751,0.11268532139431162
1,random,60,0.006193735512860724,0.11129901628370957,0.08652005706505704,0.11248538639366534
1,random,61,0.006170542010613948,0.11109043172671486,0.08629690134984412,0.11229297279683945
1,random,62,0.00614822932018617,0.1108893982325287,0.08608053757354088,0.1121076723298187
1,random,63,0.006126749712605909,0.11069552576871307,0.08586854879362574,0.11192858371400692
1,random,64,0.006106061280045138,0.11050847279774649,0.08566307214289706,0.11175662947032787
1,random,65,0.006086089366051074,0.11032759732769562,0.08546194907179737,0.11159017768406208
1,random,66,0.006066814412076646,0.11015275223140496,0.08526530441867053,0.11142900347056074
1,random,67,0.006048222324503575,0.10998383812636814,0.08507706559215544,0.1112741445222388
1,random,68,0.00603029904099528,0.10982075433173168,0.08489445302982025,0.11112463322554565
1,random,69,0.006012964819412009,0.1096627997035641,0.08471471686004413,0.1109798102938048
1,random,70,0.005996201966902283,0.10950983487251072,0.08454165354159653,0.11084020766306632
1,random,71,0.005980012025541341,0.10936189487697569,0.08437212652251505,0.11070536367875118
1,random,72,0.005964418848443894,0.10921921853267304,0.08420608379233233,0.11057544747844897
1,random,73,0.005949306162355778,0.10908076056166621,0.08404395306524846,0.1104495397818667
1,random,74,0.005934700798994541,0.10894678333016115,0.08388672550410213,0.11032756011835052
1,random,75,0.005920580369729625,0.10881709764305998,0.08373435038580906,0.11020940697123455
1,random,76,0.005906910105628432,0.10869139897552549,0.08358859057351485,0.11009555649829793
1,random,77,0.005893692465005515,0.10856972381843398,0.0834448306583454,0.10998511130012183
1,random,78,0.005880877202567021,0.10845162241817335,0.08330527372595736,0.10987879999421804
1,random,79,0.005868489290018132,0.10833733696208461,0.08316794769132461,0.10977559815833474
1,random,80,0.0058565211663425005,0.10822680967618421,0.08303464707869912,0.1096758623412
1,random,81,0.005844916094630422,0.1081195273262922,0.082905394297891,0.10957926579131938
1,random,82,0.005833661672639158,0.10801538476197878,0.08277938561077178,0.10948580419161424
1,random,83,0.00582276441275434,0.10791445142106167,0.0826562224229633,0.10939517749126562
1,random,84,0.005812210351344523,0.10781660680381777,0.0825396626446988,0.10930790776356715
1,random,85,0.0058019715351899,0.10772159983206618,0.08242376628696337,0.10922242381492643
1,random,86,0.00579205192347829,0.1076294748057268,0.08231193785023046,0.10914029590896854
1,random,87,0.005782440457272393,0.10754013629591877,0.08220179602618816,0.10906089345479576
1,random,88,0.005773100992303449,0.10745325488139901,0.08209416143084426,0.10898364874931764
1,random,89,0.00576404524819348,0.10736894567977727,0.08198750572682303,0.10890857832615085
1,random,90,0.005755251253175792,0.10728700996090619,0.0818849356825612,0.10883625082082624
1,random,91,0.005746742968185859,0.1072076766671665,0.08178322391186879,0.10876592566895867
1,random,92,0.005738469499919582,0.10713047652203907,0.08168362607631394,0.10869774923289123
1,random,93,0.005730449387828005,0.10705558731638443,0.08158793589384121,0.1086321382194856
1,random,94,0.005722659162752178,0.10698279453026246,0.08149422344038303,0.1085679904668432
1,random,95,0.0057151032558285355,0.10691214389234308,0.08140259066362612,0.10850603543824251
1,random,96,0.005707752062523057,0.10684336256897811,0.0813141454937676,0.10844630023150655
1,random,97,0.005700623049349944,0.1067766177526704,0.08122759544456336,0.10838820388591835
1,random,98,0.005693688446007755,0.10671165302822139,0.08114329343958449,0.10833178411903753
1,random,99,0.005686966790977109,0.10664864547641577,0.08105939458160903,0.10827675393569501
1,random,100,0.00568043249096979,0.10658735845277141,0.08097789935123292,0.10822363289903043
1,random,101,0.005674080022032863,0.10652774307224258,0.08089890178451707,0.10817216529922347
1,random,102,0.005667897445212985,0.10646969000812377,0.08082233260980812,0.10812223930385009
1,random,103,0.005661899115928568,0.1064133367198733,0.08074678645000369,0.10807355954139752
1,random,104,0.00565606151691858,0.10635846479635347,0.08067384339183034,0.10802661705826998
1,random,105,0.0056504012517473645,0.10630523271925389,0.08060178989578977,0.10798084795860222
1,random,106,0.005644888419135329,0.10625336153868571,0.08053185381514724,0.10793638907644158
1,random,107,0.005639528168994093,0.10620290173996276,0.08046525532245169,0.10789363388230562
1,random,108,0.005634312636084149,0.10615378124291333,0.08040012933964207,0.1078521342925443
1,random,109,0.005629244944415613,0.1061060313499248,0.08033611041069631,0.10781176212852436
1,random,110,0.005624319252517943,0.10605959883497526,0.08027345218246026,0.10777226998572992
1,random,111,0.005619523151657599,0.1060143683814378,0.08021255419971139,0.10773377552756831
1,random,112,0.005614854864806173,0.1059703247593983,0.08015479510003487,0.10769693634612061
1,random,113,0.005610311991661585,0.10592744678940945,0.08009818927791104,0.10766122234108222
1,random,114,0.00560589299434249,0.10588572136357659,0.08004145332711338,0.10762598487872449
1,random,115,0.0056016069415296505,0.10584523552366115,0.07998472660064627,0.10759178605678653
1,random,116,0.005597426379627502,0.10580573122121034,0.0799302184121224,0.10755887339050482
1,random,117,0.005593356620422888,0.10576725977752179,0.07987690076480099,0.10752696176371876
1,random,118,0.005589390438757654,0.10572975398399122,0.07982476448900482,0.10749615337618225
1,random,119,0.005585535915928347,0.10569329132852612,0.07977361611007414,0.10746623561395575
1,random,120,0.005581773534456788,0.10565768816756108,0.07972261154590932,0.10743690323135648
1,random,121,0.005578111026180542,0.10562301857247351,0.07967349701723331,0.10740887618596952
1,random,122,0.005574546277793018,0.10558926344844932,0.07962589424067229,0.1073819642718038
1,random,123,0.00557108042110633,0.10555643439512657,0.07957709048358581,0.10735488232284666
1,random,124,0.005567710287330845,0.10552450224787459,0.07952957937389782,0.10732899557583687
1,random,125,0.005564413988365344,0.10549326033795092,0.07948305779240414,0.10730364277830849
1,random,126,0.005561212919402331,0.10546291214832189,0.07943768962002197,0.10727885254686008
1,random,127,0.005558085559954456,0.1054332543361387,0.07939436461690351,0.10725526161824667
1,random,128,0.005555044289687328,0.1054044049334498,0.07935035746111418,0.10723181519923816
1,random,129,0.005552074420894361,0.10537622522081877,0.07930741491552737,0.10720929949095812
1,random,130,0.005549185829823233,0.1053488094837643,0.07926623900533979,0.10718769787303005
1,random,131,0.005546376026063629,0.10532213467323599,0.07922635375462748,0.10716663000564451
1,random,132,0.005543643358631474,0.1052961856729053,0.07918659925509318,0.10714594250636084
1,random,133,0.005540966312454698,0.10527075864127415,0.07914771011339336,0.10712589728623487
1,random,134,0.005538362585651282,0.1052460221162898,0.07910990333905225,0.10710666009359676
1,random,135,0.005535828357664353,0.1052219402754421,0.07907224996817151,0.10708764625276292
1,random,136,0.005533365534918543,0.10519853169049978,0.07903587909297743,0.10706953084327538
1,random,137,0.005530952666738779,0.10517559286011921,0.07900034478592251,0.10705176892022089
1,random,138,0.005528607652727494,0.10515329431575117,0.07896583053162369,0.10703424962722861
1,random,139,0.005526326311847566,0.10513159669526156,0.07893209425964613,0.1070173040828447
1,random,140,0.0055240849579495,0.10511027502532282,0.0789000317079664,0.10700104798485129
1,random,141,0.005521905049603655,0.10508953372818489,0.07886789803670957,0.10698517046452624
1,random,142,0.005519788358844617,0.10506939001293018,0.07883722601138224,0.10696970933003525
1,random,143,0.005517718971771894,0.10504969273417124,0.07880690490307608,0.10695455318525089
1,random,144,0.005515693644002257,0.10503041125314379,0.07877795248999019,0.10694021630937353
1,random,145,0.005513725319965381,0.1050116690655413,0.07874827863838751,0.10692611211385267
1,random,146,0.0055118065215928784,0.10499339523601357,0.07871782078523393,0.10691157050694501
1,random,147,0.00550993425868229,0.1049755615244071,0.07868976640705069,0.1068981617847467
1,random,148,0.005508105079565029,0.10495813526892547,0.07866260199446284,0.10688523782607656
1,random,149,0.005506320738012377,0.10494113338450635,0.07863531437573852,0.10687247475467371
1,random,150,0.0055045821113763336,0.10492456443918491,0.07860901454296154,0.10686010042661581
1,random,151,0.005502889584742274,0.10490843230877367,0.07858477378158933,0.10684862926034046
1,random,152,0.005501229341028363,0.10489260546891152,0.07856031228434732,0.10683722552475772
1,random,153,0.005499614789189486,0.10487721191173502,0.07853542183036065,0.10682581921337364
1,random,154,0.005498039370702198,0.10486218928386148,0.07851149680229144,0.1068147338484797
1,random,155,0.005496494343379196,0.1048474543647026,0.07848764556447833,0.10680417964115078
1,random,156,0.005494990478174453,0.10483311001944427,0.0784636555676202,0.10679362874299742
1,random,157,0.005493531590332563,0.10481919280678098,0.07844054149891104,0.10678361591118964
1,random,158,0.005492098988007129,0.10480552454911075,0.07841796017559002,0.10677399757785042
1,random,159,0.005490704351517209,0.10479221680561214,0.07839511595494922,0.10676429930697809
1,random,160,0.005489336856503419,0.10477916640729128,0.07837457399955478,0.1067555126403195
1,random,161,0.005488007681856067,0.10476648015330157,0.07835340547255033,0.10674665542815294
1,random,162,0.005486699964197271,0.10475399719530774,0.07833473631164448,0.10673879330009085
1,random,163,0.0054854336644162005,0.10474190817830464,0.07831433283777098,0.10673014064184635
1,random,164,0.005484198225344948,0.10473011243520125,0.07829582382020227,0.10672259591216528
1,random,165,0.005482986669329141,0.10471854343266183,0.07827610286444694,0.10671456334754996
1,random,166,0.005481811138259213,0.1047073172061935,0.07825674700940852,0.10670666894486441
1,random,167,0.005480658140682498,0.10469630500340017,0.07823873317436238,0.10669930869317329
1,random,168,0.005479533330895062,0.10468556090402403,0.07822032428412408,0.10669202521198688
1,random,169,0.0054784396069633015,0.10467511267692337,0.07820151686619034,0.10668467539510028
1,random,170,0.005477367444136739,0.10466486940838114,0.07818444259391436,0.106678038770837
1,random,171,0.00547632289217908,0.10465488896539024,0.07816641230120208,0.10667087365454797
1,random,172,0.005475306027338148,0.10464517215178298,0.078150032187461,0.1066646587733288
1,random,173,0.005474303148873471,0.10463558810341222,0.07813310731240995,0.10665812803013922
1,random,174,0.005473325372361347,0.10462624309762199,0.07811706829394209,0.10665214731376292
1,random,175,0.005472371857187817,0.10461712916332408,0.07810053612262402,0.10664603950041687
1,random,176,0.0054714350195100864,0.10460817386332759,0.0780844886709269,0.10664035930703948
1,random,177,0.0054705253755320095,0.10459947777624905,0.07806891857541749,0.10663493890427125
1,random,178,0.005469634922570461,0.10459096445267595,0.0780532482936457,0.1066291910931831
1,random,179,0.005468770660724527,0.10458270087088521,0.07803786404723718,0.10662374235385738
1,random,180,0.005467923989725629,0.1045746048496061,0.07802346736653618,0.10661896994523538
1,random,181,0.005467099114436874,0.10456671664001767,0.07800882211978354,0.10661370781796009
1,random,182,0.005466291674165844,0.10455899458359232,0.07799489683484634,0.10660883812418387
1,random,183,0.00546550490631864,0.10455146968186187,0.07798094993056072,0.10660389128059856
1,random,184,0.005464730566378375,0.10454406311578267,0.0779674691181365,0.1065991698365958
1,random,185,0.005463975395823115,0.10453683939954483,0.07795550970606269,0.10659522655333646
1,random,186,0.005463242228041907,0.10452982567709473,0.0779428897267691,0.10659084359166475
1,random,187,0.005462525853450883,0.10452297214919679,0.07793109969571269,0.1065871675472323
1,random,188,0.005461822196614954,0.10451623985405287,0.0779180892085452,0.10658280359015189
1,random,189,0.005461131236257326,0.10450962861150476,0.07790521140054017,0.1065786601332813
1,random,190,0.005460455537920384,0.10450316299443174,0.07789416555718678,0.10657514761967746
1,random,191,0.00545979999336268,0.1044968898423554,0.07788175699109982,0.10657107632581679
1,random,192,0.0054591605765980005,0.10449077066036025,0.07787015488185252,0.10656723180065157
1,random,193,0.005458533754037787,0.10448477165633073,0.07785828853030671,0.10656353472166308
1,random,194,0.005457927940069441,0.10447897338765769,0.07784682651292604,0.10655995887274375
1,random,195,0.005457331708386668,0.1044732665171973,0.07783671191255902,0.10655692615459676
1,random,196,0.0054567454472232175,0.10446765477623414,0.07782595525376078,0.10655370907866601
1,random,197,0.0054561749359366045,0.10446219350498634,0.07781606179253335,0.10655067709932003
1,random,198,0.0054556137640240695,0.10445682135719112,0.07780589539914484,0.10654785432932182
1,random,199,0.005455068006652569,0.1044515965091254,0.07779592537107054,0.1065451140107063
1,random,200,0.005454531863121662,0.10444646344536192,0.07778546402040346,0.1065420805829038
1,random,201,0.005454009507356974,0.10444146214370013,0.07777666370154539,0.10653958542727329
1,random,202,0.0054534998872552524,0.10443658254898283,0.07776798049178883,0.10653734494515152
1,random,203,0.00545300127145895,0.10443180809943826,0.07775818518263551,0.10653474036683488
1,random,204,0.005452514622397827,0.10442714802576797,0.07774889800068358,0.10653240187246965
1,random,205,0.005452034194505362,0.1044225473210203,0.07774066232832202,0.10653030079700851
1,random,206,0.005451565880444435,0.10441806242642539,0.07773191632653072,0.10652818911055194
1,random,207,0.005451110020867994,0.10441369661943777,0.07772371641143497,0.10652619422239747
1,random,208,0.0054506634235177,0.10440941934057195,0.07771488111479816,0.10652420410746304
1,random,209,0.005450230108641307,0.10440526910689236,0.07770696838933978,0.10652241353358202
1,random,210,0.005449801997814756,0.10440116855490417,0.07769879972787291,0.10652074755026088
1,random,211,0.005449385734442398,0.10439718132634039,0.07768994355187057,0.10651887192928378
1,random,212,0.005448977030181697,0.1043932663554666,0.07768276474958799,0.10651732235903558
1,random,213,0.005448582025527933,0.10438948247335966,0.07767459704860662,0.10651548063162013
1,random,214,0.005448193468755461,0.10438576022384913,0.07766621878378753,0.10651372607470158
1,random,215,0.005447814386594547,0.10438212861016533,0.07765845504049239,0.10651205747549349
1,random,216,0.0054474413250796775,0.10437855455101568,0.07765119549901492,0.1065107042181934
1,random,217,0.005447079135739363,0.10437508453399559,0.07764370711506487,0.10650920782947598
1,random,218,0.005446722056999221,0.1043716633670195,0.0776362607176824,0.10650759699819044
1,random,219,0.005446371415631937,0.10436830376730223,0.07762899304496117,0.10650612944758586
1,random,220,0.0054460306935048145,0.10436503910318641,0.07762212805314703,0.10650494605984753
1,random,221,0.005445698031504265,0.10436185156947211,0.077614968549538,0.10650370819895234
1,random,222,0.005445375716611785,0.10435876308783834,0.0776079931987375,0.10650238205402955
1,random,223,0.0054450563458302926,0.1043557027270699,0.07760059966780594,0.10650091324282171
1,random,224,0.005444742271985296,0.10435269303650285,0.07759345888572682,0.10649954476868598
1,random,225,0.00544443860098704,0.10434978295125524,0.07758629681914274,0.10649826571789599
1,random,226,0.005444141807197965,0.1043469386920188,0.07758017865291658,0.10649725638264
1,random,227,0.005443852995145678,0.10434417084960404,0.07757326758259958,0.10649610177409832
1,random,228,0.005443569770539482,0.10434145648340819,0.07756770124280332,0.10649540725189578
1,random,229,0.0054432939007696725,0.10433881253655969,0.07756056169753307,0.10649386692859994
1,random,230,0.005443021435011863,0.10433620114813326,0.07755467278056388,0.10649301087438774
1,random,231,0.005442751625752905,0.1043336151559305,0.07754864198335792,0.1064921067316921
1,random,232,0.005442489265194275,0.10433110049447648,0.0775432893991923,0.10649143198615697
1,random,233,0.005442233509572526,0.10432864908137675,0.07753739118030228,0.10649072485404466
1,random,234,0.005441983399834893,0.10432625172826725,0.07753224974350603,0.10649024753499609
1,random,235,0.005441737372495588,0.1043238934520332,0.07752665234240408,0.10648937358652125
1,random,236,0.005441497657361907,0.10432159562968644,0.07752159967386467,0.10648900485453154
1,random,237,0.005441267311054251,0.10431938756582355,0.07751664825674016,0.10648848466727698
1,random,238,0.005441037654662614,0.10431718606886033,0.0775112375077439,0.10648790850388827
1,random,239,0.005440812739302407,0.10431502997461495,0.07750558628554659,0.10648736960023329
1,random,240,0.005440593874505725,0.10431293183978413,0.07750060580761832,0.1064868634014713
1,random,241,0.005440380050861277,0.1043108819909148,0.07749461561607758,0.10648613387315509
1,random,242,0.005440171533339734,0.104308882971104,0.07748949486560927,0.1064855299099966
1,random,243,0.005439966136843138,0.10430691383454059,0.07748447930735512,0.10648502782912837
1,random,244,0.0054397656202145326,0.10430499144541965,0.07747879004600791,0.1064842260261496
1,random,245,0.005439570198665164,0.10430311786965109,0.07747401096256631,0.10648376699458607
1,random,246,0.005439379600874304,0.10430129050854839,0.07746871651039283,0.10648309697108004
1,random,247,0.0054391930805193596,0.10429950220896896,0.07746463133660299,0.10648300130654911
1,random,248,0.0054390107813221105,0.10429775435091698,0.07746020921529313,0.10648244505635242
1,random,249,0.005438833572155757,0.10429605526726078,0.07745635258047817,0.10648244328181017
1,random,250,0.0054386605815860195,0.10429439660486099,0.07745191462594024,0.10648220253821611
1,random,251,0.005438487112231677,0.10429273332530581,0.07744812606658275,0.10648211567584699
1,random,252,0.005438316942642646,0.1042911016591794,0.0774440777994459,0.10648203297804544
1,random,253,0.0054381551977113795,0.1042895507489737,0.07743923526160133,0.10648155739395469
1,random,254,0.005437993550139507,0.10428800074926652,0.07743575445353586,0.1064816644548087
1,random,255,0.005437836681960298,0.1042864965559808,0.07743122742910788,0.10648122165939791
1,random,256,0.005437683060641781,0.10428502347549029,0.07742678453967945,0.10648082707352638
1,random,257,0.005437534958675871,0.10428360330057522,0.07742264518309142,0.10648051865718457
1,random,258,0.005437388760448284,0.10428220136196094,0.07741824455903279,0.10648010470611942
1,random,259,0.005437244704211485,0.1042808199451029,0.07741440841107522,0.10647998529564767
1,random,260,0.005437103983604417,0.10427947049735549,0.07740996711479022,0.1064796303753237
1,random,261,0.005436965208860464,0.10427813969246348,0.07740629833588615,0.10647949756647954
1,random,262,0.005436830776904019,0.1042768505173034,0.07740188636732481,0.10647888299022645
1,random,263,0.005436698794594451,0.1042755848182541,0.07739754715707409,0.10647876846164714
1,random,264,0.005436567217849595,0.10427432299324312,0.07739422255229929,0.10647890216927616
1,random,265,0.005436439666506357,0.10427309975738093,0.07739187676606007,0.10647932452196944
1,random,266,0.005436314903682707,0.10427190324994272,0.07738821026371433,0.10647901070110767
1,random,267,0.005436194838769481,0.10427075178370472,0.07738493335894171,0.10647913236849973
1,random,268,0.00543607595091858,0.1042696115933936,0.07738117807324148,0.10647893856686018
1,random,269,0.005435960369371933,0.10426850310013981,0.0773784774332891,0.10647918384374157
1,random,270,0.0054358469872681425,0.10426741568935276,0.07737501000315301,0.10647899817035704
1,random,271,0.005435736551074823,0.10426635652092983,0.07737205200560493,0.10647879461558146
1,random,272,0.005435624946102704,0.10426528613208429,0.07736903949917538,0.10647892498994121
1,random,273,0.005435517285613846,0.10426425356385424,0.07736641809991707,0.10647916184723787
1,random,274,0.005435413288431445,0.1042632561205667,0.07736337201466433,0.1064793403796414
1,random,275,0.005435311583049956,0.10426228064885168,0.07735967003008949,0.10647893436789717
1,random,276,0.005435212928452197,0.10426133442894539,0.07735622003431127,0.10647857900734863
1,random,277,0.005435113853796664,0.10426038417152186,0.07735400781505622,0.10647892986774468
1,random,278,0.005435017884142603,0.10425946368692487,0.07735105609613749,0.10647907819561991
1,random,279,0.005434925016050319,0.10425857294295102,0.0773475088357923,0.10647873093100711
1,random,280,0.005434833663616984,0.1042576967289896,0.07734550594505979,0.10647919358494244
1,random,281,0.005434744375083787,0.10425684030397034,0.07734320281776168,0.10647945086286258
1,random,282,0.005434655029728698,0.10425598332689302,0.0773401715610039,0.1064794710626872
1,random,283,0.005434568770150385,0.10425515594108893,0.0773369284470162,0.10647927357054979
1,random,284,0.005434485398457731,0.10425435624910578,0.07733426544661481,0.10647925237451038
1,random,285,0.005434402467117008,0.10425356077484364,0.07733098625089364,0.1064790570302409
1,random,286,0.005434322434205881,0.10425279309645263,0.07732879737811371,0.10647935325377246
1,random,287,0.005434243630218558,0.10425203720041694,0.07732626534327838,0.10647957182578931
1,random,288,0.005434164369166694,0.10425127691464209,0.07732382735030714,0.10647994877423213
1,random,289,0.005434089931435112,0.10425056288994426,0.07732126576860784,0.10648009493951126
1,random,290,0.005434015842227158,0.10424985220351306,0.07731925988889786,0.10648048449924821
1,random,291,0.005433943802088626,0.10424916116773915,0.07731700193746907,0.10648072952761717
1,random,292,0.005433871853126396,0.1042484710019902,0.07731446558482848,0.10648085855664102
1,random,293,0.005433802814941518,0.10424780875338836,0.07731247190870426,0.10648114346004284
1,random,294,0.0054337358651422975,0.10424716653360222,0.07730969963855779,0.10648101786136893
1,random,295,0.005433669432270298,0.10424652926855933,0.07730725993191999,0.10648117639633665
1,random,296,0.005433604905817402,0.1042459102873336,0.07730493413624563,0.10648146413882902
1,random,297,0.005433541608875953,0.10424530309683937,0.07730249692989147,0.10648161123354696
1,random,298,0.005433478944432793,0.10424470197024684,0.07730030984577661,0.10648185736376764
1,random,299,0.005433416125386104,0.10424409935709651,0.07729815880076839,0.10648215886404865
1,random,300,0.005433356440413708,0.10424352680539649,0.0772964949499723,0.10648259066583954
1,guided,1,0.0072220450904763355,0.12018356868121645,0.08718266711226313,0.12001056988277448
1,guided,2,0.0071272368824612615,0.11939210093185613,0.08680143668873508,0.11927609296950963
1,guided,3,0.007038332057083263,0.11864511837478407,0.08643289381570177,0.11858638321284382
1,guided,4,0.0069550933673491995,0.11794145469129334,0.08609091890174911,0.11793930390949478
1,guided,5,0.006877242288470906,0.11727951473698128,0.08577100967288548,0.11733371370573842
1,guided,6,0.006804390816178457,0.11665668275909835,0.08548283853202195,0.11676667353790711
1,guided,7,0.006736175424299474,0.11607045639868462,0.08521462439073006,0.11623555230706298
1,guided,8,0.006672047747205569,0.11551664596243753,0.08495707231826376,0.11573591794246903
1,guided,9,0.006612003250963454,0.1149956803620332,0.08472657182666922,0.11526886111051536
1,guided,10,0.006555728075001129,0.11450526690944071,0.08450995882987322,0.11483053335159493
1,guided,11,0.006502815887929759,0.11404223680663018,0.08430842078332122,0.11441884755562871
1,guided,12,0.006453313215299775,0.11360733440495623,0.08411712156067933,0.11403375490510277
1,guided,13,0.006406785017671598,0.11319704075347198,0.08393241330305716,0.11367257399581439
1,guided,14,0.006362927207651108,0.11280892879245959,0.08375604508020784,0.1133320191331212
1,guided,15,0.006321834240266866,0.11244406823187132,0.08358711607013958,0.1130129642119372
1,guided,16,0.0062830780964318765,0.11209886793747631,0.08342846176095887,0.11271254576624859
1,guided,17,0.006246620990731482,0.111773172011279,0.08328144230033113,0.1124303816551177
1,guided,18,0.006212297748671984,0.1114656695908833,0.08314137408090519,0.11216493261794203
1,guided,19,0.006179886583269128,0.11117451671376069,0.08300468164457234,0.11191455730872892
1,guided,20,0.006149263004525632,0.11089871960059441,0.08287182178557068,0.11167809611606046
1,guided,21,0.006120241393269865,0.11063671536402249,0.08274640534181693,0.111454429213387
1,guided,22,0.00609289384439271,0.11038925531402692,0.08262271680875802,0.11124357997605094
1,guided,23,0.006067021421835884,0.11015463151257766,0.08250394903641081,0.11104442677006239
1,guided,24,0.006042515792657712,0.10993194069657565,0.08239033757291177,0.11085614185942225
1,guided,25,0.006019219924801204,0.10971982432360347,0.08228359268748475,0.11067782124998356
1,guided,26,0.005997200347654239,0.10951895130665047,0.08218220372842382,0.11050933417167424
1,guided,27,0.005976282742379018,0.10932778916980822,0.08208315010398433,0.11034928085758361
1,guided,28,0.005956405078264003,0.10914582060953137,0.08198906869456866,0.11019752390502406
1,guided,29,0.005937512659315108,0.10897258975829756,0.08190064227218166,0.11005293338350122
1,guided,30,0.0059195314262637235,0.10880745770638815,0.08181575806715435,0.10991549343917784
