epoch,loss,epoch_time
1,0.016695234198063284,0.007359768002061173
2,0.013152045115270869,0.00900845299474895
3,0.013072805630387454,0.009817426995141432
4,0.013089427832347386,0.007186168993939646
5,0.013086368121010487,0.01047218099120073
6,0.013088114549272804,0.009037772993906401
7,0.01309473480913071,0.006058875995222479
8,0.01307149032927637,0.006680888996925205
9,0.013069960126529723,0.00665434000256937
10,0.013062887862237384,0.005086689998279326
11,0.013072604392475736,0.010032274993136525
12,0.013063867829697571,0.009892322006635368
13,0.013102338577988577,0.016853427005116828
14,0.013186743642886233,0.010110414994414896
15,0.01307157233114561,0.0061700280057266355
16,0.013143865560378597,0.006770762003725395
17,0.013069741502198758,0.006335331010632217
18,0.013070593749818688,0.00873653900634963
19,0.013103950175197445,0.008631004995550029
20,0.013065447624813192,0.005401980000897311
21,0.013069790394870696,0.006195184992975555
22,0.01309984799704511,0.007392302999505773
23,0.01308162201009637,0.010679680010071024
24,0.01311063944711818,0.018183981999754906
25,0.013068293301020571,0.011317299999063835
26,0.013081136954897465,0.008429652007180266
27,0.013064471155841697,0.004876696999417618
28,0.01308049999493006,0.006552976003149524
29,0.013129500211860526,0.004855698993196711
30,0.01306439986740545,0.00474462698912248
31,0.013063912370538807,0.007263805004185997
32,0.013159184388239249,0.005738320003729314
33,0.013132733054415051,0.00587055399955716
34,0.013114103165691912,0.008422100989264436
35,0.01306594476311771,0.006604683003388345
36,0.01308182552216209,0.007005153005593456
37,0.013070062531265822,0.005579163000220433
38,0.013075658155114392,0.005979895009659231
39,0.013084822680537306,0.009592180998879485
40,0.013096017080100107,0.010967288006213494
41,0.01307778241845605,0.010444433006341569
42,0.013072598322430354,0.007526921996031888
43,0.013073852168894043,0.006060101994080469
44,0.01308820369130533,0.008591614998294972
45,0.013068254494463402,0.010238015005597845
46,0.013067313816704862,0.010815205998369493
47,0.013069804264155167,0.00484314099594485
48,0.013069865998895341,0.005790637005702592
49,0.013066763217627866,0.00609523500315845
50,0.013067976366482176,0.005451864009955898
51,0.013150631849383181,0.006674460993963294
52,0.0130755515208754,0.00465280500066001
53,0.01309015180284065,0.004424394996021874
54,0.013065104466784952,0.007159699991461821
55,0.013062266462344131,0.0045008870074525476
56,0.013066841762797859,0.004664239997509867
57,0.013140888735934438,0.004707398999016732
58,0.013076180874276236,0.005081451992737129
59,0.01307061114187024,0.004741024997201748
60,0.013079704142989727,0.01151123599265702
61,0.013069228782151006,0.006643298998824321
62,0.01306984926078937,0.004969383007846773
63,0.01308990277172165,0.0056958419881993905
64,0.013065873984948276,0.005271807996905409
65,0.013099584339538776,0.004684205006924458
66,0.013064683654692278,0.006156457995530218
67,0.01308471664933814,0.004482021002331749
68,0.013094100396134803,0.004906397996819578
69,0.013076897804333309,0.005151436998858117
70,0.013071972395598205,0.0057950699992943555
71,0.013116464755461318,0.0057024830020964146
72,0.01306480728129636,0.007556147000286728
73,0.01311624288280805,0.009687094003311358
74,0.013062358646250362,0.005927781996433623
75,0.013080592701950196,0.0052817460091318935
76,0.01307636907067283,0.004614310004399158
77,0.013097908637536081,0.006071676994906738
78,0.013136260285992723,0.0053521939989877865
79,0.013085516244748232,0.015322822000598535
80,0.013071280086865488,0.006896038001286797
81,0.013070788374744097,0.011146047007059678
82,0.013067916267692922,0.007257220000610687
83,0.013068740672742638,0.011013616996933706
84,0.013091984739347183,0.0050899420020869
85,0.013066862244495343,0.01118258100177627
86,0.013063968374174544,0.00721767199866008
87,0.013124018849357634,0.008948282003984787
88,0.013081655099489428,0.00900896399980411
89,0.013070311290839751,0.006367152003804222
90,0.013067924551621328,0.014033796003786847
91,0.013080250432526894,0.00897099899884779
92,0.013085340106397886,0.005656145993270911
93,0.0130652899350588,0.004813296996871941
94,0.013070409860659986,0.004566204996081069
95,0.013076671210703758,0.007396033004624769
96,0.01306955342556686,0.007826932007446885
97,0.013066899802669682,0.006086450011935085
98,0.01307548291974736,0.006503448006696999
99,0.01310985106333865,0.005364043987356126
100,0.013073085353605778,0.0051766499964287505
101,0.013067632323140682,0.006353071992634796
102,0.013094921022125595,0.006372981006279588
103,0.013066960192721798,0.005812021991005167
104,0.013085021736303956,0.007642790995305404
105,0.01306253303427368,0.004960685997502878
106,0.013119241773877561,0.007531543000368401
107,0.013086903950415781,0.007789069990394637
108,0.013109237851898218,0.0060333489964250475
109,0.013126732957256275,0.005945248005446047
110,0.013070798604142248,0.004741232987726107
111,0.013072781777036984,0.0045325539977056906
112,0.013064616474888598,0.00594923400785774
113,0.013064466782727137,0.004696991003584117
114,0.01307545484360989,0.004919813989545219
115,0.013068221001094052,0.0056329220096813515
116,0.01308665880718407,0.005195100005948916
117,0.013063929471039014,0.004601717009791173
118,0.013082623085792257,0.005002695994335227
119,0.013067989548410678,0.004857312000240199
120,0.013152809578194327,0.004973739996785298
121,0.013071574329962548,0.0047411220002686605
122,0.01308812201177794,0.0060453749902080745
123,0.013071068518866568,0.004703881000750698
124,0.013130785777822666,0.007421220012474805
125,0.01309400323266308,0.0073537129937903956
126,0.013069003473834486,0.014569799997843802
127,0.013068061182933752,0.021242656002868898
128,0.01311021791252907,0.01607063299161382
129,0.013067233788245711,0.018567623003036715
130,0.013066250748755264,0.010889131008298136
131,0.013123957939357656,0.006185681006172672
132,0.013067863861080735,0.005349243991076946
133,0.013070358849838048,0.009375998008181341
134,0.013070334813072513,0.012079605003236793
135,0.013072501715548213,0.017264683003304526
136,0.013157125699296352,0.008976273995358497
137,0.013074238711723585,0.009101575997192413
138,0.01306272261541547,0.00512387600610964
139,0.01306897366315964,0.005112914004712366
140,0.013107334972201814,0.005196441008592956
141,0.013074532099538795,0.004513710999162868
142,0.013077633283903116,0.0047483749949606135
143,0.013183560170837055,0.005729490992962383
144,0.013066464013879286,0.004322299006162211
145,0.013080222749186455,0.008199902993510477
146,0.013066612074334771,0.007078099995851517
147,0.013145132448727073,0.004733205991215073
148,0.013101749040637066,0.008380380008020438
149,0.013067050403952077,0.005505530003574677
150,0.013080741486693194,0.005195240999455564
151,0.013068840735789207,0.005799580001621507
152,0.013069744296998833,0.004623471992090344
153,0.013072074475713423,0.0074847289943136275
154,0.013071783428765317,0.005890970001928508
155,0.013066650391316768,0.00743149800109677
156,0.013071285978634948,0.006927133988938294
157,0.013066842214478106,0.005075865003163926
158,0.013077082323766089,0.004644768996513449
159,0.013083793588279586,0.006722271995386109
160,0.013082347891197674,0.005290967004839331
161,0.013102597892812182,0.006497144990134984
162,0.013105350804577531,0.0052387559990165755
163,0.01306206021574968,0.005826287000672892
164,0.013070176994974467,0.006105766005930491
165,0.013101032733988638,0.007324852995225228
166,0.013079186645188796,0.01045015400450211
167,0.01306826490071535,0.014014729007612914
168,0.013168213774264652,0.005599021998932585
169,0.013070732470456531,0.007796740988851525
170,0.01307026703674372,0.007958206988405436
171,0.013105233280677964,0.005156731000170112
172,0.013074131558320249,0.008429139998042956
173,0.013087820071199508,0.006309964010142721
