fold,epoch,train_loss,train_rmse,validation_mae,validation_rmse
2,1,0.037537947355847145,0.2739998078679879,0.23047536273589167,0.27714372257900505
2,2,0.031385935334327895,0.2505431513106191,0.2108643454155048,0.2537562718447009
2,3,0.02686331099551227,0.23179003859317282,0.19506418038340026,0.23481115542572453
2,4,0.023462439943115705,0.2166215129811243,0.18212923945878728,0.2193785407776843
2,5,0.0208579896966336,0.20424490053185465,0.17145934053846396,0.20674705203172683
2,6,0.018821776109943376,0.19401946350788302,0.16262756041571505,0.19630202066034425
2,7,0.017195654445064955,0.1854489387678719,0.15513885893783852,0.18754499918400577
2,8,0.01587339048053084,0.17817626374200823,0.14873959439299528,0.1801123845071269
2,9,0.014781644300666728,0.17193978190440237,0.14324909898483076,0.1737341862229775
2,10,0.013865760740966914,0.16652783996057186,0.13849734748427292,0.168193258086521
2,11,0.013087893929252607,0.16178933172031218,0.13433299408314087,0.16333452319502068
2,12,0.012422368777444985,0.1576221353582357,0.13065967132249687,0.1590532012382305
2,13,0.011845934735720503,0.15392163418909313,0.1273761562444378,0.15524245286576552
2,14,0.011341952155665027,0.1506117668422028,0.12441154983118811,0.15182500561665233
2,15,0.010899801119924201,0.14764688361035055,0.12173229329963671,0.14875518290973086
2,16,0.010508127547512146,0.14496984201903612,0.11928979088463049,0.14597547108598233
2,17,0.010159695339602265,0.1425461001893932,0.11709665916761614,0.1434513383307634
2,18,0.009847762591600256,0.14034074669603447,0.11510322575358553,0.1411476730568392
2,19,0.009567535375875675,0.13832957294718778,0.11325691821896204,0.1390408929643627
2,20,0.009314600768267787,0.13648883301038064,0.11155116214330076,0.13710678677620552
2,21,0.009085191792338134,0.13479756520307135,0.10997170590583996,0.1353251703524871
2,22,0.008876853555287206,0.13324303775647872,0.10851894301744965,0.13368270791234643
2,23,0.008686518181862623,0.13180681455723467,0.1071693423950195,0.13216180527049093
2,24,0.008512097098564037,0.13047679562714617,0.10591141014545802,0.13075014605906765
2,25,0.00835231513434943,0.12924639363904455,0.10473524923463151,0.12944144085400894
2,26,0.0082050931181319,0.12810224914599977,0.10362669930575148,0.12822172175883126
2,27,0.008069141831159697,0.12703654459374827,0.10258146128838423,0.12708386678318256
2,28,0.007943445762518242,0.1260432129272992,0.1016043176911763,0.12602159003775878
2,29,0.007826892250732959,0.12511508502760935,0.10068073749146603,0.1250279152416132
2,30,0.007718323213088022,0.12424430138310587,0.09981247458530132,0.12409383827336434
2,31,0.007617214840316947,0.12342783187204535,0.09899209328691119,0.12321723518932891
2,32,0.0075230379898907716,0.12266244730878943,0.09822112290259122,0.12239494731887743
2,33,0.0074347776001314515,0.12194078563082536,0.09748832360931847,0.1216191810858239
2,34,0.007352094217580283,0.12126082811510305,0.09679316080439773,0.12088741598459721
2,35,0.007274411116602034,0.12061849871891156,0.09612935015872877,0.1201963015078597
2,36,0.007201453069493304,0.12001210830156517,0.09549619656455026,0.11954394374782312
2,37,0.007132694853276495,0.11943780685592394,0.09489072812952361,0.1189258993003108
2,38,0.007067843958777365,0.11889359914459116,0.09431645056884849,0.11834089079614993
2,39,0.007006630886022118,0.11837762361208404,0.09376266936637173,0.11778635924875804
2,40,0.006948808473674641,0.11788815439792619,0.09323208873098512,0.11726078276256886
2,41,0.006893963767559067,0.11742200617907247,0.09272485283366844,0.11675986422166543
2,42,0.006842002549475388,0.1169786523214846,0.09223428804673676,0.11628383735744974
2,43,0.006792655284734036,0.1165560404675282,0.09176786892583796,0.1158308571479001
2,44,0.006745748392095791,0.11615290260769028,0.09131975219865068,0.11539899493800168
2,45,0.0067010732319672875,0.11576763996875196,0.09088906882031157,0.11498671117917933
2,46,0.006658565609918468,0.11539987530251901,0.09047777361090877,0.11459351367528163
2,47,0.006618043083662586,0.11504819063038398,0.09008727037841531,0.11421809192779805
2,48,0.006579371701586936,0.1147115661264106,0.08971078945453774,0.11385945391788047
2,49,0.006542473801307524,0.11438945581921023,0.0893473902858251,0.11351638397872625
2,50,0.006507243497305247,0.11408105449464645,0.08899608378788387,0.1131886488931306
2,51,0.006473512679152226,0.113784996191521,0.08865999501624983,0.11287474129034118
2,52,0.006441238169816652,0.11350099708651595,0.0883347499035795,0.1125739225601698
2,53,0.006410320640731759,0.1132282706812372,0.08802114068804108,0.1122854889921814
2,54,0.006380709128981265,0.11296644748757274,0.08772222577660915,0.112009261005334
2,55,0.006352301548209013,0.11271469778346578,0.08743492035458966,0.11174397678122698
2,56,0.0063250640452192685,0.11247278822203412,0.08715542305612431,0.1114893200881734
2,57,0.006298890691267518,0.11223983866049984,0.08688833845897845,0.1112451020038511
2,58,0.006273770486120687,0.11201580679636858,0.0866283321364195,0.11101048090958543
2,59,0.00624963571875643,0.11180014059701741,0.08637668605418876,0.11078505465093556
2,60,0.006226395364356499,0.11159207287577823,0.08613213362619501,0.11056787620030295
2,61,0.0062040572093017355,0.11139171611301925,0.0858939262085659,0.110359468012405
2,62,0.0061825451732888176,0.1111984278062313,0.08566506109355225,0.1101589292028265
2,63,0.006161839038504303,0.11101206275449801,0.08544198195020135,0.10996590101556884
2,64,0.006141904876568945,0.11083234975916503,0.08522579105558291,0.10977985539323278
2,65,0.006122653273030807,0.11065851321096634,0.08501736159759064,0.10960043920437643
2,66,0.006104096177651623,0.11049068899822848,0.08481548585250316,0.10942711416201241
2,67,0.006086249827897722,0.11032905173069985,0.08462210531480858,0.10926144103976196
2,68,0.00606896857089107,0.11017230660098816,0.0844336456157852,0.1091007349910658
2,69,0.006052366460972336,0.11002151117824492,0.08424833149585796,0.10894613625056153
2,70,0.006036288296632962,0.10987527744340819,0.08406745052664225,0.10879677374890452
2,71,0.006020739955272868,0.10973367719413096,0.08389423142970973,0.10865215411428608
2,72,0.006005745566650994,0.1095969485583517,0.08372593102827454,0.10851295583792488
2,73,0.00599124330208211,0.10946454496394811,0.08356077142679995,0.1083788220263769
2,74,0.005977232351761517,0.10933647471691701,0.08340341067437843,0.10824922331731594
2,75,0.0059636699061990615,0.10921236107876307,0.0832514402134522,0.10812364406715674
2,76,0.005950557868029563,0.10909223499433461,0.08310323474809794,0.10800272517627124
2,77,0.005937879113766741,0.10897595251950534,0.08295849660918342,0.107885648148026
