fold,epoch,train_loss,train_rmse,validation_mae,validation_rmse
3,1,0.0376352914916686,0.2743548486601562,0.23259218072894444,0.2769524169038835
3,2,0.03151631952446551,0.2510630180829726,0.21250442088086546,0.25342167536709276
3,3,0.026998083115407048,0.23237075166813506,0.19652075573664798,0.23457823340356676
3,4,0.023616100266857832,0.2173297046740635,0.18366651275941903,0.21941996781165884
3,5,0.021027847718066057,0.20507485325151914,0.17312560867520446,0.20704807989304172
3,6,0.019008256326199496,0.1949782363557507,0.16446820576147425,0.19682478088220273
3,7,0.017399966720512274,0.1865474026649113,0.15721555364591677,0.18826049481252322
3,8,0.016093886776605747,0.1794095135526862,0.15102117605594753,0.18098692500031113
3,9,0.015013840468856333,0.1732849703168531,0.14565981828539268,0.1747287416019824
3,10,0.014107970814430246,0.16797601504042323,0.14098617087558268,0.16929358445825787
3,11,0.013337502158836435,0.1633248429286643,0.13685710238585896,0.16452528786242185
3,12,0.012675827466682136,0.15922203030160204,0.13318667131452328,0.1603145643558473
3,13,0.012100783379255098,0.15556852753211428,0.12989299514693012,0.15656410704164472
3,14,0.01159733751642023,0.15229798105306736,0.1269231617075315,0.15320578403391777
3,15,0.011153851183067234,0.14935763243347983,0.12424155720353923,0.15018739667556938
3,16,0.01076049356070988,0.1467003310201438,0.12179963315130184,0.14746070236327352
3,17,0.010409539478134474,0.14428818023756812,0.11957401434454407,0.14498675288607193
3,18,0.010094611564351062,0.14208878607653078,0.1175410421271235,0.1427330472361548
3,19,0.009810836237134959,0.14007738030913455,0.11570728879537144,0.1406740245004818
3,20,0.009554397398321451,0.13823456440645698,0.114035862537616,0.13878942229774519
3,21,0.009321084150529414,0.1365363259395053,0.11248137743092623,0.13705297895125532
3,22,0.009108697731485142,0.13497183210940825,0.11103899341181139,0.13545567322221397
3,23,0.008914534098332488,0.13352553387522917,0.10970134309105761,0.13397919781162757
3,24,0.008736349606671055,0.13218433800319201,0.10845861228234452,0.13261178126336762
3,25,0.008572469774790967,0.13093868622214724,0.10729344843042486,0.13134221375759295
3,26,0.008421111007008162,0.1297775867167221,0.10621739098134617,0.13016092995733972
3,27,0.00828112453574691,0.1286944018654029,0.10521234637577223,0.12905949740789954
3,28,0.008151335087229981,0.12768191013005703,0.10426939609022588,0.1280285516155661
3,29,0.008030771114544779,0.12673413995088126,0.10337650194609317,0.12706391371422388
3,30,0.00791830924342458,0.12584362712052272,0.10253230643550361,0.12615762302594027
3,31,0.007813383694437442,0.12500706935559638,0.10172767587993284,0.1253051309102503
3,32,0.007715155338662254,0.12421880162569798,0.10096099959995376,0.12450346456096478
3,33,0.007623166958651032,0.12347604592511886,0.1002316423436064,0.12374694101874692
3,34,0.007536992943163552,0.12277616171849934,0.09953917511611257,0.12303390156285506
3,35,0.007455970131818091,0.12211445558833804,0.09888059646062462,0.12236025263187675
3,36,0.00737954646950025,0.1214870072847319,0.09825649843406836,0.1217209423215017
3,37,0.007307525126915078,0.12089272208793281,0.09766502810288762,0.12111490531397709
3,38,0.007239476867572745,0.12032852419582603,0.09709890401004403,0.12053943466958272
3,39,0.007175058553413829,0.1197919743005668,0.09655199545605146,0.11999161341871496
3,40,0.007114057961903462,0.11928166633563989,0.09603107693291668,0.11947010771262846
3,41,0.007056199457964183,0.11879561825222497,0.09552867081319183,0.1189727721273999
3,42,0.0070013237212960865,0.11833278262,0.09504692326821718,0.11849798343961598
3,43,0.006949095933273467,0.11789059278223574,0.09458837251551404,0.11804453447525544
3,44,0.006899337503863368,0.11746776156770306,0.09414499977689132,0.11761035898095157
3,45,0.006851974234057427,0.11706386491191402,0.0937199796877308,0.11719657291714583
3,46,0.006806733372745126,0.11667676180581227,0.09330735174608583,0.11679904573843243
3,47,0.006763568723424508,0.11630622273485205,0.09291197663454621,0.11641825569788491
3,48,0.006722381800500711,0.11595155713055959,0.09253108116346717,0.11605261585190897
3,49,0.006682959893745458,0.11561107121504807,0.09216445853443886,0.11570169794557127
3,50,0.006645259373315891,0.11528451217154792,0.09181154182873529,0.11536386516919409
3,51,0.006609174271746447,0.11497107698674869,0.09147272064957611,0.11503964562453084
3,52,0.006574566061673614,0.11466966522732691,0.09114328490378129,0.1147279351896551
3,53,0.006541359411020817,0.11437971333257325,0.09082404717552074,0.11442792954703551
3,54,0.006509515551639166,0.11410096889719357,0.09051540257625773,0.11413897355747801
3,55,0.0064789227749934035,0.11383253291562481,0.09022294911381895,0.11386048428429603
3,56,0.006449492372789482,0.11357369741968852,0.08993760071523839,0.1135915298597179
3,57,0.006421183259497204,0.11332416564437793,0.08966241051360736,0.1133321110151112
3,58,0.0063939711674038165,0.1130837845794331,0.08939535731335915,0.11308077501616276
