fold,epoch,train_loss,train_rmse,validation_mae,validation_rmse
4,1,0.03797307830436502,0.27558330248534657,0.22819493415784226,0.273354004228635
4,2,0.0317508911305439,0.25199559968596236,0.20840591591248,0.24989976603049616
4,3,0.027152511433309143,0.2330343812973062,0.19246428697790868,0.23101575127926438
4,4,0.023688897952722707,0.21766441120551935,0.17946515424873413,0.21569604912054444
4,5,0.021042238712910763,0.20514501560072457,0.1687246005316971,0.2032211443915861
4,6,0.018975850747584157,0.19481196445590376,0.159854797700844,0.19293545546762234
4,7,0.017327500364192387,0.1861585365444861,0.15242711981318646,0.18434160577562672
4,8,0.015989957834565263,0.1788292919773786,0.14612583540575266,0.1770836998096283
4,9,0.014886643564445962,0.1725493759156837,0.1407521196314702,0.1708863017869907
4,10,0.013961621339736363,0.1671024915417862,0.1361037102055225,0.16553006001325943
4,11,0.013178954940395775,0.16235119303778323,0.13208413083310697,0.16087503237260567
4,12,0.012506491808505956,0.15815493548103995,0.12852482123373524,0.1567791219258687
4,13,0.01192435184642059,0.15443025510838598,0.1253652081640846,0.1531552641152855
4,14,0.011416546412152253,0.1511062302630322,0.12254074194695784,0.1499319015275216
4,15,0.010969840391869028,0.1481204941381781,0.11999854782483287,0.1470453814138783
4,16,0.010574485687860678,0.14542685919637183,0.11769696831927537,0.1444488110696569
4,17,0.010222909251396227,0.14298887545117786,0.1156174709877076,0.14210463592919
4,18,0.009907862164301484,0.1407683356746217,0.11371938855297249,0.1399748971944262
4,19,0.009625272582433172,0.13874633387901225,0.11196570741679022,0.13803967630420652
4,20,0.009370002054881912,0.1368941346799191,0.11032598511201934,0.1362700289741867
4,21,0.009138660215862696,0.13519364050030383,0.10880732185491752,0.13464840768009625
4,22,0.008928128745249404,0.13362730817650564,0.10738944356128834,0.13315724416859182
4,23,0.008736281617731472,0.1321838236527562,0.10606588993916527,0.13178467410478567
4,24,0.008560424920921001,0.1308466653829665,0.10484102144164759,0.1305149366469475
4,25,0.00839895574665732,0.1296067571283019,0.10370362945998103,0.1293381270289203
4,26,0.00825023277055014,0.1284541378901446,0.10264178197514719,0.12824551075302562
