epoch,loss,epoch_time
1,0.03600483929611629,0.016908791003515944
2,0.02910656722242408,0.022998057000222616
3,0.024329071758258707,0.020058028007042594
4,0.02093246255411738,0.014548934996128082
5,0.018437179392174964,0.013737319997744635
6,0.016550460700207312,0.016212900998652913
7,0.015082113755886434,0.014775829011341557
8,0.013910540481438163,0.014886667995597236
9,0.01295565726568997,0.013939090000349097
10,0.012167019002578324,0.012694029996055178
11,0.011502884343295732,0.014004345997818746
12,0.010938346779234727,0.014878129004500806
13,0.010454096960186685,0.012772333997418173
14,0.010035226401002836,0.012840426003094763
15,0.00966910537629929,0.01339337500394322
16,0.009347646317850742,0.010089315008372068
17,0.00906356834444452,0.011980465991655365
18,0.008810423667406782,0.011997255991445854
19,0.008584378612677017,0.011619754004641436
20,0.008381834753379301,0.013152270010323264
21,0.008198483335909067,0.01482541099539958
22,0.008032881660418932,0.01777781300188508
23,0.007881985138208248,0.013904177001677454
24,0.007744383585836238,0.010332486999686807
25,0.007618288259136913,0.013265469999169
26,0.007502636914311567,0.014047969001694582
27,0.007395637720256299,0.009502332992269658
28,0.007296991604494177,0.011802691005868837
29,0.00720564716702283,0.016686309012584388
30,0.0071207516945350465,0.01957018001121469
31,0.007041898166711572,0.015508562995819375
32,0.006967914512333259,0.018592362001072615
33,0.006899041917693192,0.017141575997811742
34,0.006834448844228389,0.00833589700050652
35,0.006774039013880818,0.010749874010798521
36,0.006717184462924267,0.011553054995601997
37,0.006663703624757641,0.008849579986417666
38,0.006613458465031356,0.014736334007466212
39,0.006565896732693579,0.010924176007392816
40,0.006520860718898465,0.009001131998957135
41,0.006478479299116915,0.01901873099268414
42,0.006438137784180186,0.013510486998711713
43,0.0063999133111745455,0.00988040400261525
44,0.006363666713104396,0.012725082997349091
45,0.00632933909837033,0.010326018003979698
46,0.006296561686745541,0.008756117997108959
47,0.006265213469875454,0.015014959004474804
48,0.006235468798368817,0.008570873993448913
49,0.006207265493693976,0.0086875359993428
50,0.006180343307502441,0.012354102000244893
51,0.006154457203592803,0.00872482400154695
52,0.00612978628602787,0.007339984003920108
53,0.006106150323011569,0.009204307993059047
54,0.006083654899077564,0.007316321003600024
55,0.006061996626495271,0.007875404000515118
56,0.006041326540239037,0.009473059006268159
57,0.006021495492113815,0.013633080990985036
58,0.006002550467957944,0.009219890998792835
59,0.005984346638215319,0.006739888995070942
60,0.005966830533416544,0.008326054012286477
61,0.005950105289706575,0.006653544012806378
